iter	MultiClass
872	0.3615718005
873	0.361296903
874	0.3610996528
875	0.3608729973
876	0.3606622484
877	0.3604969048
878	0.3601925694
879	0.3600547062
880	0.3597745234
881	0.3595614758
882	0.3592979754
883	0.3590410692
884	0.3588261508
885	0.358521794
886	0.3582267237
887	0.3580026882
888	0.3578950735
889	0.3577122989
890	0.3574978006
891	0.3572447594
892	0.3570987946
893	0.3568579187
894	0.3567088723
895	0.3565053163
896	0.3563472392
897	0.356052151
898	0.3557033121
899	0.3554293087
900	0.3552434431
901	0.3550566231
902	0.3549445762
903	0.354751348
904	0.3544479447
905	0.354105656
906	0.3538915698
907	0.3535933855
908	0.3533891649
909	0.3531517754
910	0.3530107234
911	0.3528781922
912	0.3526752207
913	0.3524723565
914	0.3521488341
915	0.351969587
916	0.3517223706
917	0.3515081739
918	0.3513735089
919	0.3510510805
920	0.3507928675
921	0.3506616195
922	0.3504519616
923	0.3501726608
924	0.3500381645
925	0.3498195234
926	0.3496839964
927	0.3495478244
928	0.349455808
929	0.3492438642
930	0.3491374341
931	0.3489029436
932	0.3486486111
933	0.3484462508
934	0.34833284
935	0.3481596253
936	0.3479531086
937	0.3477947814
938	0.3476594632
939	0.3474713881
940	0.3474317963
941	0.347232997
942	0.346956055
943	0.3467984352
944	0.3466204412
945	0.346418426
946	0.3462988598
947	0.3461074992
948	0.3459842094
949	0.3456616607
950	0.3454896727
951	0.3453172566
952	0.3451454076
953	0.3448509919
954	0.3445207776
955	0.3443864967
956	0.3440840196
957	0.3438725592
958	0.3437837046
959	0.343650689
960	0.3434785806
961	0.343238475
962	0.3430887402
963	0.3427793351
964	0.3426162246
965	0.3424135592
966	0.3422954666
967	0.3421558488
968	0.3420082624
969	0.3418004889
970	0.3416772979
971	0.3414952695
972	0.3413125034
973	0.3410909185
974	0.3409253179
975	0.3407491443
976	0.340571247
977	0.3403774677
978	0.3402103824
979	0.3400872912
980	0.3399286333
981	0.3398253263
982	0.3396602623
983	0.3394373025
984	0.3392243161
985	0.3391297789
986	0.3389849731
987	0.3387656637
988	0.3385830676
989	0.338457634
990	0.3383198971
991	0.3380937897
992	0.3378338809
993	0.3376241929
994	0.3374805789
995	0.3372010386
996	0.3370064587
997	0.3368917191
998	0.3367453061
999	0.3365367785
